"","sim_number","oxcal_target","a_pass","Targets","Span","Samples","Errors","OffsetVaria","model_run","accuracy_68","accuracy_95","precision_68","precision_95","off_target_68","off_target_95","Offset"
"292",292,"T1075","Pass",1075,99,16,15,12.8138588381936,1,1,1,12,21,0,0,0
"293",293,"T1092","Fail",1092,85,5,14,20.7461441316397,1,0,1,12.5,31.5,12,0,0
"294",294,"T1089","Pass",1089,59,24,15,14.8248247961812,1,0,1,15,34.5,3.5,0,0
"295",295,"T406","Fail",406,34,11,10,23.828047047155,1,0,1,11.5,28,5.5,0,0
"296",296,"T545","Pass",545,35,18,13,8.45102603758825,1,1,1,5,10.5,0,0,0
"297",297,"T856","Pass",856,53,25,27,12.3453049067149,1,1,1,11,21,0,0,0
"298",298,"T373","FALSE",373,37,16,28,22.8830277194844,0,0,0,0,0,0,0,0
"299",299,"T594","Pass",594,56,11,20,13.0844963581946,1,1,1,9,17,0,0,0
"300",300,"T887","Pass",887,76,18,22,17.1915732203298,1,1,1,7.5,15,0,0,0
"301",301,"T617","Pass",617,39,10,23,10.7160102033874,1,1,1,10.5,17.5,0,0,0
"302",302,"T597","Pass",597,81,18,29,22.4186745994177,1,1,1,7,16,0,0,0
"303",303,"T285","FALSE",285,30,7,25,7.42709093944845,0,0,0,0,0,0,0,0
"304",304,"T772","Pass",772,79,3,15,7.29176543896412,1,0,1,23,50.5,17.5,0,0
"305",305,"T508","Pass",508,53,25,21,18.5986706545241,1,1,1,9.5,14.5,0,0,0
"306",306,"T1161","Pass",1161,46,4,26,18.8649625954134,1,0,0,28,52.5,56.5,38.5,0
"307",307,"T803","Pass",803,98,24,11,5.31012330022943,1,1,1,7.5,16,0,0,0
"308",308,"T1016","Pass",1016,65,17,30,22.2314666418585,1,1,1,10.5,20,0,0,0
"309",309,"T323","Pass",323,99,7,21,5.11398453788203,1,1,1,17.5,32,0,0,0
"310",310,"T683","Pass",683,59,14,14,3.7168562638103,1,1,1,6.5,12,0,0,0
"311",311,"T707","Fail",707,72,16,32,25.1059752729537,1,1,1,18.5,41,0,0,0
"312",312,"T767","Pass",767,49,2,13,2.90556495738681,1,1,1,25,41.5,0,0,0
"313",313,"T540","Pass",540,85,23,24,2.10431696566241,1,1,1,5,11,0,0,0
"314",314,"T691","Pass",691,30,15,8,1.80799442029116,1,1,1,11,19,0,0,0
"315",315,"T590","Pass",590,47,5,14,17.9107100142073,1,0,1,6.5,16.5,5,0,0
"316",316,"T694","Pass",694,50,12,19,3.55899520047824,1,1,1,10,18,0,0,0
"317",317,"T801","Fail",801,27,18,28,24.3668996282301,1,0,1,29.5,55.5,17.5,0,0
"318",318,"T575","Pass",575,100,21,8,7.04317341624689,1,1,1,4,8,0,0,0
"319",319,"T1044","Pass",1044,87,18,11,16.7410673738348,1,1,1,5,11,0,0,0
"320",320,"T774","Pass",774,28,12,24,8.87023398843897,1,1,1,7,14,0,0,0
"321",321,"T1023","Pass",1023,30,20,21,5.89477760757692,1,1,1,14,33.5,0,0,0
"322",322,"T1074","Pass",1074,47,16,22,20.0939070930018,1,1,1,10.5,21.5,0,0,0
"323",323,"T960","Pass",960,66,5,20,0.972736063522985,1,1,1,12.5,31.5,0,0,0
"324",324,"T659","Pass",659,67,2,9,1.16356394161028,1,1,1,8,16.5,0,0,0
"325",325,"T740","Pass",740,39,13,24,12.6219366695534,1,1,1,11,24,0,0,0
"326",326,"T892","Pass",892,43,16,15,12.0867616841025,1,1,1,5.5,11.5,0,0,0
"327",327,"T853","Pass",853,26,14,22,3.13738277560705,1,1,1,10.5,40,0,0,0
"328",328,"T1079","Fail",1079,88,22,11,23.2653215789057,1,1,1,13.5,25,0,0,0
"329",329,"T336","Pass",336,54,16,10,6.20906721639098,1,1,1,11.5,22,0,0,0
"330",330,"T1079","Pass",1079,68,17,11,9.2762936585159,1,1,1,15,27,0,0,0
"331",331,"T964","Pass",964,76,12,32,2.291538607792,1,1,1,24.5,53,0,0,0
"332",332,"T1085","Pass",1085,43,10,29,17.5281529149856,1,1,1,16.5,45,0,0,0
"333",333,"T866","Pass",866,43,2,25,24.8115034824268,1,0,0,44,111.5,79,2,0
"334",334,"T601","Fail",601,96,25,20,24.8355677438129,1,1,1,6,11.5,0,0,0
"335",335,"T513","Fail",513,64,25,14,18.4640173514865,1,1,1,5.5,11.5,0,0,0
"336",336,"T285","FALSE",285,36,11,9,12.435427007607,0,0,0,0,0,0,0,0
"337",337,"T1107","Pass",1107,36,3,25,1.8210480875005,1,1,1,36.5,73.5,0,0,0
"338",338,"T331","Pass",331,73,15,18,9.95367173308972,1,1,1,8.5,15.5,0,0,0
"339",339,"T520","Fail",520,91,22,14,20.6602611256398,1,1,1,4,9,0,0,0
"340",340,"T286","FALSE",286,26,14,26,11.1589672262827,0,0,0,0,0,0,0,0
"341",341,"T931","Pass",931,69,13,10,16.6000093155291,1,1,1,7.5,14,0,0,0
"342",342,"T1147","Fail",1147,80,24,14,21.3880203834188,1,1,1,5,9,0,0,0
"343",343,"T395","Pass",395,37,20,9,7.35259661786607,1,1,1,10,18,0,0,0
"344",344,"T201","FALSE",201,62,19,25,0.768053859806387,0,0,0,0,0,0,0,0
"345",345,"T749","Pass",749,42,8,8,4.9775323493341,1,1,1,8,19,0,0,0
"346",346,"T245","FALSE",245,99,11,31,26.0919222074777,0,0,0,0,0,0,0,0
"347",347,"T567","Pass",567,86,2,27,23.4206735040825,1,0,1,17,37,1.5,0,0
"348",348,"T1154","Pass",1154,39,7,21,9.20102590574929,1,1,1,6,12.5,0,0,0
"349",349,"T459","Pass",459,29,16,20,18.1663592525155,1,1,1,14,27,0,0,0
"350",350,"T728","Pass",728,63,8,25,22.6235953267992,1,0,1,11,21,3,0,0
"351",351,"T458","Fail",458,35,12,9,24.0387813538986,1,0,1,13.5,21.5,2,0,0
"352",352,"T429","Pass",429,29,25,18,0.167623488675337,1,1,1,10.5,37,0,0,0
"353",353,"T225","FALSE",225,67,24,19,7.13925066208537,0,0,0,0,0,0,0,0
"354",354,"T820","Pass",820,49,6,20,20.963667799179,1,0,1,27.5,85,26,0,0
"355",355,"T220","FALSE",220,63,2,30,22.1193004380527,0,0,0,0,0,0,0,0
"356",356,"T534","Pass",534,51,23,9,0.0760851087921765,1,1,1,4,8,0,0,0
"357",357,"T862","Pass",862,53,20,12,13.0859114402486,1,1,1,6,15.5,0,0,0
"358",358,"T762","Pass",762,52,2,31,14.2774344314244,1,1,1,33.5,76,0,0,0
"359",359,"T679","Pass",679,51,25,28,19.5700033563906,1,0,1,7,15,0.5,0,0
"360",360,"T758","Fail",758,77,16,16,20.0238597385131,1,1,1,6.5,14,0,0,0
"361",361,"T509","Pass",509,78,6,24,4.11177122721937,1,1,1,8.5,16,0,0,0
"362",362,"T206","FALSE",206,91,20,21,23.0389065684862,0,0,0,0,0,0,0,0
"363",363,"T1150","Fail",1150,85,17,18,24.9965294482044,1,1,1,6,11.5,0,0,0
"364",364,"T327","Pass",327,68,16,29,23.9674914367227,1,1,1,11,24.5,0,0,0
"365",365,"T372","Pass",372,96,22,11,8.63731505589001,1,1,1,8,18,0,0,0
"366",366,"T405","Pass",405,61,17,21,17.9152767675647,1,0,1,12,21,2.5,0,0
"367",367,"T741","Fail",741,67,11,21,21.9124035674038,1,1,1,9.5,15.5,0,0,0
"368",368,"T1191","Fail",1191,39,22,24,25.9900279457101,1,1,1,10,15,0,0,0
"369",369,"T1191","Pass",1191,65,4,8,14.2066611222026,1,1,1,9,17.5,0,0,0
"370",370,"T631","Pass",631,25,6,28,13.1311108109751,1,0,1,11,30,1,0,0
"371",371,"T667","Pass",667,78,13,14,10.6556228660634,1,1,1,5.5,12,0,0,0
"372",372,"T220","FALSE",220,49,11,26,0.1240268846869,0,0,0,0,0,0,0,0
"373",373,"T381","Pass",381,69,23,13,2.34490924646519,1,1,1,12.5,25.5,0,0,0
"374",374,"T362","Pass",362,66,16,23,0.308422046066727,1,1,1,15,34.5,0,0,0
"375",375,"T516","Pass",516,86,23,26,1.18774400358275,1,1,1,4.5,11,0,0,0
"376",376,"T979","Pass",979,35,20,15,7.75440059634484,1,0,1,11,20.5,0.5,0,0
"377",377,"T537","Pass",537,80,8,22,9.35123108130274,1,1,1,10.5,18,0,0,0
"378",378,"T826","Pass",826,61,12,9,10.7822848797841,1,1,1,8,15.5,0,0,0
"379",379,"T843","Pass",843,91,25,27,6.36113151917909,1,1,1,13,26.5,0,0,0
"380",380,"T1039","Pass",1039,47,3,10,22.3556675738343,1,0,1,11.5,32.5,0.5,0,0
"381",381,"T692","Pass",692,51,18,14,6.94732791348593,1,1,1,8,14,0,0,0
"382",382,"T317","Fail",317,75,11,14,16.8695042849642,1,1,1,15,21.5,0,0,0
"383",383,"T811","Pass",811,44,7,19,7.16314605044434,1,1,1,33,50.5,0,0,0
"384",384,"T738","Fail",738,50,10,10,21.8879145043783,1,0,1,6,13,1.5,0,0
"385",385,"T813","Pass",813,50,7,18,25.1804486604752,1,1,1,36,69,0,0,0
"386",386,"T767","Pass",767,37,5,21,2.4438621338543,1,1,1,10.5,23.5,0,0,0
"387",387,"T439","Fail",439,62,13,15,25.5919642169636,1,1,1,5.5,12.5,0,0,0
"388",388,"T352","Pass",352,91,2,16,23.3846168638908,1,1,1,29,55.5,0,0,0
"389",389,"T666","Pass",666,55,21,10,25.0618133876228,1,1,1,6,11.5,0,0,0
"390",390,"T435","Pass",435,66,16,16,13.9142730758928,1,1,1,11,21,0,0,0
"391",391,"T571","Pass",571,46,3,24,13.8140754046959,1,1,1,18.5,31,0,0,0
"392",392,"T219","FALSE",219,55,4,26,20.9971007530943,0,0,0,0,0,0,0,0
"393",393,"T1052","Pass",1052,57,14,29,2.90391305452702,1,1,1,10,17,0,0,0
"394",394,"T1175","Pass",1175,29,21,25,18.0528758316939,1,1,1,14.5,34,0,0,0
"395",395,"T975","Pass",975,89,10,31,13.8107019853573,1,1,1,38,57,0,0,0
"396",396,"T892","Fail",892,41,22,15,12.1689800695239,1,1,1,5,9.5,0,0,0
"397",397,"T1103","Pass",1103,97,8,32,3.7640422170707,1,0,1,36.5,63.5,1,0,0
"398",398,"T921","Pass",921,39,5,10,0.746656368264928,1,1,1,5,9,0,0,0
"399",399,"T847","Pass",847,90,8,18,19.3763591406706,1,1,1,8.5,15.5,0,0,0
"400",400,"T926","Fail",926,61,22,14,15.5014378921683,1,1,1,6,13,0,0,0
"401",401,"T1157","Pass",1157,35,2,12,26.2432394240389,1,1,1,19,33,0,0,0
"402",402,"T288","FALSE",288,47,7,12,1.08814178394875,0,0,0,0,0,0,0,0
"403",403,"T1041","Fail",1041,75,8,15,23.7697909860273,1,1,1,10.5,18,0,0,0
"404",404,"T637","Pass",637,100,3,18,25.2955975638407,1,0,1,17,31,7,0,0
"405",405,"T929","Pass",929,80,7,15,10.7278022432916,1,1,1,10,16.5,0,0,0
"406",406,"T442","Fail",442,73,10,8,11.7038973422148,1,1,1,7.5,16,0,0,0
"407",407,"T294","FALSE",294,36,15,26,22.000811697457,0,0,0,0,0,0,0,0
"408",408,"T206","FALSE",206,72,6,10,26.1119451462449,0,0,0,0,0,0,0,0
"409",409,"T389","FALSE",389,80,23,25,18.9758267783695,0,0,0,0,0,0,0,0
"410",410,"T721","Fail",721,54,6,20,23.8493117465382,1,1,1,11,25.5,0,0,0
"411",411,"T1152","Pass",1152,60,17,9,0.289245563990669,1,1,1,5.5,11.5,0,0,0
"412",412,"T648","Pass",648,39,25,32,2.05337224716227,1,1,1,6,12,0,0,0
"413",413,"T896","Pass",896,32,11,13,9.63614736455539,1,1,1,5,10,0,0,0
"414",414,"T341","Pass",341,29,17,16,9.55138640694506,1,1,1,10.5,21,0,0,0
"415",415,"T324","Pass",324,33,14,20,0.0455156543019693,1,1,1,18,40,0,0,0
"416",416,"T615","Fail",615,76,10,25,19.5128764203894,1,1,1,5,12.5,0,0,0
"417",417,"T208","FALSE",208,65,24,20,25.3809749317539,0,0,0,0,0,0,0,0
"418",418,"T605","Pass",605,87,20,10,12.2334700323932,1,1,1,4,8,0,0,0
"419",419,"T489","Pass",489,62,22,17,13.7066752442864,1,1,1,4,9,0,0,0
"420",420,"T663","Pass",663,93,5,16,12.2013499087808,1,1,1,7.5,15.5,0,0,0
"421",421,"T1145","Pass",1145,80,16,20,8.3429264278172,1,1,1,6,11.5,0,0,0
"422",422,"T1099","Pass",1099,41,16,27,20.1857581696357,1,0,1,20.5,48,0.5,0,0
"423",423,"T1173","Pass",1173,89,18,24,2.72536786186718,1,1,1,5,10.5,0,0,0
"424",424,"T316","Pass",316,68,21,28,10.222728808614,1,1,1,12,38.5,0,0,0
"425",425,"T576","Pass",576,74,7,27,19.9140795981067,1,1,1,13,30.5,0,0,0
"426",426,"T1036","Pass",1036,73,3,18,8.17888205493311,1,1,1,19.5,31.5,0,0,0
"427",427,"T489","Pass",489,47,24,25,21.5813919997832,1,1,1,6.5,13,0,0,0
"428",428,"T346","FALSE",346,35,24,32,24.7907439769062,0,0,0,0,0,0,0,0
"429",429,"T226","FALSE",226,41,23,24,5.66754524948471,0,0,0,0,0,0,0,0
"430",430,"T579","Pass",579,72,5,23,4.84489402215439,1,1,1,8.5,16,0,0,0
"431",431,"T335","Fail",335,59,24,17,22.6161015314604,1,0,1,9,19.5,2.5,0,0
"432",432,"T277","FALSE",277,50,9,27,7.66369068207662,0,0,0,0,0,0,0,0
"433",433,"T606","Pass",606,100,21,22,4.42235725946887,1,1,1,5,11.5,0,0,0
"434",434,"T1085","Pass",1085,67,19,23,24.3936123352167,1,1,1,14.5,27.5,0,0,0
"435",435,"T1027","Pass",1027,100,2,10,15.2787665001806,1,1,1,43,77,0,0,0
"436",436,"T270","FALSE",270,44,22,11,10.9163220871775,0,0,0,0,0,0,0,0
"437",437,"T294","FALSE",294,94,10,30,8.90892538349098,0,0,0,0,0,0,0,0
"438",438,"T966","Pass",966,94,15,14,4.03031247118604,1,1,1,12,21,0,0,0
"439",439,"T510","Pass",510,45,3,14,7.78967283548485,1,1,1,7,15.5,0,0,0
"440",440,"T1197","Pass",1197,52,22,14,8.12269379531313,1,1,1,8,13.5,0,0,0
"441",441,"T769","Pass",769,51,7,27,11.0989277040928,1,1,1,15,27.5,0,0,0
"442",442,"T1141","Pass",1141,66,23,28,13.394789992267,1,1,1,4,9,0,0,0
"443",443,"T557","Pass",557,72,19,20,15.975156607535,1,1,1,5.5,13,0,0,0
"444",444,"T256","FALSE",256,29,2,20,20.8654619054701,0,0,0,0,0,0,0,0
"445",445,"T789","Pass",789,49,7,18,13.6486613469934,1,1,1,16,44,0,0,0
"446",446,"T1081","Pass",1081,28,7,23,20.0293552040583,1,1,1,33,71.5,0,0,0
"447",447,"T289","FALSE",289,42,24,13,1.2134430343518,0,0,0,0,0,0,0,0
"448",448,"T287","FALSE",287,65,24,28,7.43025821412355,0,0,0,0,0,0,0,0
"449",449,"T884","Pass",884,86,12,31,21.2584770457807,1,1,1,9.5,19,0,0,0
"450",450,"T979","Pass",979,47,19,20,11.1971482263482,1,1,1,10,22.5,0,0,0
"451",451,"T514","Pass",514,62,21,31,20.7646635075491,1,1,1,6.5,13,0,0,0
"452",452,"T467","Pass",467,38,6,26,5.13972818849445,1,1,1,18.5,30,0,0,0
"453",453,"T764","Pass",764,78,16,25,13.9922138423207,1,1,1,15,27,0,0,0
"454",454,"T945","Fail",945,77,17,9,23.2722944968031,1,1,1,5.5,11.5,0,0,0
"455",455,"T1196","Pass",1196,43,4,19,17.6552268725256,1,1,1,11,23,0,0,0
"456",456,"T1200","Pass",1200,82,14,14,7.32328198541445,1,1,1,10.5,24.5,0,0,0
"457",457,"T765","Fail",765,38,21,26,25.9625579661911,1,0,1,6.5,13,0.5,0,0
"458",458,"T968","Fail",968,42,12,26,24.6982647735586,1,1,1,25,57.5,0,0,0
"459",459,"T328","Fail",328,27,7,16,25.0783485008352,1,0,1,18.5,37.5,1.5,0,0
"460",460,"T490","Pass",490,72,9,30,13.3419919214456,1,1,1,7.5,16,0,0,0
"461",461,"T841","Pass",841,90,11,21,15.4069731983377,1,1,1,9.5,15.5,0,0,0
"462",462,"T1178","Pass",1178,53,10,26,22.7459355397373,1,1,1,14,23,0,0,0
"463",463,"T480","Fail",480,93,17,8,21.6964953763478,1,1,1,4,9,0,0,0
"464",464,"T593","Pass",593,77,15,8,9.27647332248697,1,1,1,9,14.5,0,0,0
"465",465,"T218","FALSE",218,78,12,19,23.9751729475944,0,0,0,0,0,0,0,0
"466",466,"T861","Pass",861,41,2,19,22.6096753547189,1,1,1,72.5,103,0,0,0
"467",467,"T1110","Pass",1110,79,23,30,12.3807172430318,1,1,1,13,24.5,0,0,0
"468",468,"T359","Pass",359,31,16,17,19.5433864969243,1,0,0,12.5,26,8.5,4.5,0
"469",469,"T352","FALSE",352,63,7,31,24.4378071980176,0,0,0,0,0,0,0,0
"470",470,"T912","Pass",912,63,3,17,18.7799157549129,1,1,1,11.5,22.5,0,0,0
"471",471,"T650","Fail",650,62,22,13,20.234536999478,1,1,1,4,8,0,0,0
"472",472,"T739","Pass",739,46,5,21,21.7712078551538,1,1,1,18,42,0,0,0
"473",473,"T763","Pass",763,99,12,26,16.5771062621214,1,1,1,10,17.5,0,0,0
"474",474,"T267","FALSE",267,88,7,10,23.0274000906437,0,0,0,0,0,0,0,0
"475",475,"T408","Pass",408,92,20,15,14.7698266808041,1,1,1,5,11.5,0,0,0
"476",476,"T893","Fail",893,70,17,8,25.874742739582,1,1,1,4.5,6.5,0,0,0
"477",477,"T405","FALSE",405,77,21,26,21.3267181542125,0,0,0,0,0,0,0,0
"478",478,"T533","Pass",533,48,5,25,13.0344691043748,1,1,1,8.5,17.5,0,0,0
"479",479,"T235","FALSE",235,91,13,22,10.4612324895833,0,0,0,0,0,0,0,0
"480",480,"T693","Pass",693,62,2,12,2.1054278282423,1,1,1,25.5,43.5,0,0,0
"481",481,"T1168","Pass",1168,85,8,32,2.67482129156007,1,1,1,10,17.5,0,0,0
"482",482,"T1026","Fail",1026,35,24,17,18.9196225451911,1,0,1,10.5,17,1,0,0
"483",483,"T1168","Pass",1168,32,10,21,0.625900980346836,1,1,1,5.5,11.5,0,0,0
"484",484,"T630","Pass",630,77,24,32,8.99081839943514,1,1,1,5.5,12,0,0,0
"485",485,"T346","Pass",346,91,7,24,11.046309309582,1,1,1,12.5,34,0,0,0
"486",486,"T224","FALSE",224,79,17,32,25.3542315856437,0,0,0,0,0,0,0,0
"487",487,"T1015","Fail",1015,84,10,32,18.8155045839343,1,1,1,10.5,20.5,0,0,0
"488",488,"T409","Fail",409,83,11,10,26.062655588248,1,1,1,10,15,0,0,0
"489",489,"T965","Pass",965,28,5,32,21.0361176101703,1,0,1,30,67.5,9.5,0,0
"490",490,"T1081","Pass",1081,45,6,22,3.98268375605904,1,0,1,39.5,70,6.5,0,0
"491",491,"T407","FALSE",407,34,10,31,1.62631666413415,0,0,0,0,0,0,0,0
"492",492,"T580","Pass",580,28,12,22,0.113065975742182,1,1,1,10,15.5,0,0,0
"493",493,"T1158","Fail",1158,95,24,27,25.1296539724965,1,1,1,4,9,0,0,0
"494",494,"T309","Pass",309,62,3,23,14.6813004056485,1,1,1,27,68.5,0,0,0
"495",495,"T642","Fail",642,55,8,13,21.2251394396336,1,1,1,6,12,0,0,0
"496",496,"T1065","Pass",1065,31,18,20,4.86587551016174,1,1,1,13,37.5,0,0,0
"497",497,"T429","Pass",429,98,13,12,14.00638591775,1,1,1,6,11.5,0,0,0
"498",498,"T996","Pass",996,65,6,21,3.41766195767955,1,1,1,12,22.5,0,0,0
"499",499,"T780","Pass",780,59,4,26,2.29800287058065,1,1,1,16,60,0,0,0
"500",500,"T700","Pass",700,88,23,27,11.152089779549,1,1,1,8,15.5,0,0,0
"501",501,"T394","FALSE",394,70,15,28,0.833331154372543,0,0,0,0,0,0,0,0
"502",502,"T902","Pass",902,85,11,21,3.43728529835562,1,1,1,8.5,16,0,0,0
"503",503,"T685","Pass",685,69,2,14,12.0516708549811,1,1,1,19,50.5,0,0,0
"504",504,"T820","Pass",820,37,9,15,15.9804915045758,1,1,1,16,33.5,0,0,0
"505",505,"T1151","Pass",1151,95,11,24,7.9842350588257,1,1,1,6.5,13,0,0,0
"506",506,"T484","Fail",484,71,4,18,18.3050499233436,1,0,1,10.5,20,1.5,0,0
"507",507,"T697","Pass",697,84,24,19,20.7493023552487,1,1,1,10.5,19,0,0,0
"508",508,"T361","Fail",361,39,7,15,24.6269424650418,1,1,1,20,46.5,0,0,0
"509",509,"T780","Pass",780,62,10,22,4.73648826793814,1,1,1,10,19,0,0,0
"510",510,"T1041","Pass",1041,95,24,9,1.6063076073702,1,1,1,6.5,11.5,0,0,0
"511",511,"T240","FALSE",240,45,3,28,24.3988688081938,0,0,0,0,0,0,0,0
"512",512,"T488","Pass",488,91,8,29,16.9471305654054,1,0,1,8.5,16,1.5,0,0
"513",513,"T826","Pass",826,94,23,17,7.0548140374294,1,1,1,8.5,14.5,0,0,0
"514",514,"T1072","Fail",1072,81,16,12,25.3366085120719,1,1,1,9,16,0,0,0
"515",515,"T1005","Pass",1005,41,16,19,1.00332587828464,1,1,1,12.5,25,0,0,0
"516",516,"T570","Pass",570,86,10,8,2.00522531376872,1,1,1,6.5,15,0,0,0
"517",517,"T1164","Fail",1164,69,10,12,25.095081855224,1,1,1,5.5,11.5,0,0,0
"518",518,"T453","Fail",453,50,25,22,24.6996176580682,1,1,1,6.5,12.5,0,0,0
"519",519,"T501","Fail",501,52,3,9,13.9159858991527,1,1,1,6.5,12.5,0,0,0
"520",520,"T582","Pass",582,29,4,27,9.16989692015084,1,1,1,19,43,0,0,0
"521",521,"T378","Pass",378,42,2,15,12.3093341436803,1,0,1,31,94.5,22.5,0,0
"522",522,"T205","FALSE",205,81,25,29,12.7994041868758,0,0,0,0,0,0,0,0
"523",523,"T259","FALSE",259,79,3,27,10.4844425882241,0,0,0,0,0,0,0,0
"524",524,"T1187","Fail",1187,89,15,24,0.617254577701911,1,1,1,7,16,0,0,0
"525",525,"T920","Fail",920,73,10,9,26.2827358703937,1,0,1,6.5,14,4,0,0
"526",526,"T364","Pass",364,80,3,13,20.6265234339889,1,1,1,19,34.5,0,0,0
"527",527,"T1196","Pass",1196,68,6,27,24.4581744659937,1,0,1,34,72.5,11,0,0
"528",528,"T320","Pass",320,56,15,24,8.2887555317597,1,1,1,11,24,0,0,0
"529",529,"T867","Pass",867,25,23,17,9.13886340571614,1,1,1,11,27.5,0,0,0
"530",530,"T769","Pass",769,33,14,30,22.6917344117616,1,0,1,8.5,16,2,0,0
"531",531,"T1166","Pass",1166,66,23,32,9.22187302213488,1,1,1,5,12,0,0,0
"532",532,"T626","Pass",626,79,5,15,0.60741895011114,1,1,1,6.5,13.5,0,0,0
"533",533,"T795","Pass",795,52,11,29,1.64752961140918,1,1,1,23.5,54,0,0,0
"534",534,"T692","Pass",692,72,15,30,1.88714711028268,1,1,1,11,20.5,0,0,0
"535",535,"T257","FALSE",257,34,8,29,7.58804082871275,0,0,0,0,0,0,0,0
"536",536,"T830","Pass",830,25,2,19,1.30233320308616,1,1,1,49,94.5,0,0,0
"537",537,"T202","FALSE",202,27,10,21,1.98905822788714,0,0,0,0,0,0,0,0
"538",538,"T410","Pass",410,60,25,19,9.52317291967105,1,1,1,7.5,14.5,0,0,0
"539",539,"T374","Pass",374,42,19,17,19.3592320124623,1,1,1,15,29,0,0,0
"540",540,"T260","FALSE",260,77,5,9,1.8064464535322,0,0,0,0,0,0,0,0
"541",541,"T652","Pass",652,59,17,16,15.2067736538877,1,1,1,6,11.5,0,0,0
"542",542,"T442","Fail",442,86,23,20,26.469185870575,1,1,1,6,12.5,0,0,0
"543",543,"T248","FALSE",248,70,6,11,12.3799899803055,0,0,0,0,0,0,0,0
"544",544,"T700","Pass",700,79,14,9,10.9012850333799,1,1,1,5,11,0,0,0
"545",545,"T284","FALSE",284,72,24,23,11.9427943897983,0,0,0,0,0,0,0,0
"546",546,"T329","Pass",329,93,10,23,8.79098336554179,1,0,1,13.5,22.5,1,0,0
"547",547,"T843","Pass",843,85,6,16,13.4557884462234,1,1,1,7,15,0,0,0
"548",548,"T707","Pass",707,75,12,25,25.6538001505823,1,1,1,7,13.5,0,0,0
"549",549,"T1022","Fail",1022,69,20,17,26.1309074197561,1,0,1,8,16.5,1,0,0
"550",550,"T1049","Pass",1049,100,5,12,6.4482180640127,1,1,1,8.5,16.5,0,0,0
"551",551,"T656","Pass",656,70,9,8,19.434101641715,1,1,1,6,11.5,0,0,0
"552",552,"T1155","Fail",1155,44,18,19,26.2723158845031,1,1,1,4.5,11,0,0,0
"553",553,"T619","Fail",619,27,24,14,24.1306326588143,1,1,1,6,12.5,0,0,0
"554",554,"T457","Pass",457,94,25,29,16.2123902456204,1,1,1,6.5,16,0,0,0
"555",555,"T1135","Fail",1135,27,12,18,26.187435282534,1,1,1,9.5,20.5,0,0,0
"556",556,"T617","Pass",617,92,24,28,1.75805520922085,1,1,1,6,12,0,0,0
"557",557,"T557","Fail",557,96,13,15,17.4728415537474,1,1,1,8,14.5,0,0,0
"558",558,"T922","Pass",922,61,20,10,9.35628566676401,1,0,1,6,11,0.5,0,0
"559",559,"T994","Pass",994,62,12,24,5.72871578475344,1,1,1,12,23,0,0,0
"560",560,"T700","Pass",700,36,11,26,13.0855170124324,1,1,1,22,41.5,0,0,0
"561",561,"T1015","Pass",1015,49,7,23,17.1798534840683,1,1,1,10.5,22,0,0,0
"562",562,"T930","Fail",930,97,16,10,26.2753660382591,1,1,1,6.5,12,0,0,0
"563",563,"T1140","Pass",1140,61,23,30,23.7179501873017,1,1,1,4,9,0,0,0
"564",564,"T573","Fail",573,59,13,18,15.2778043231103,1,1,1,9.5,15.5,0,0,0
"565",565,"T638","Fail",638,42,23,13,15.1170244359428,1,1,1,4,9,0,0,0
"566",566,"T574","Pass",574,39,13,14,25.513660618159,1,1,1,10.5,21.5,0,0,0
"567",567,"T1197","Pass",1197,48,18,20,11.1347705367552,1,1,1,9,18.5,0,0,0
"568",568,"T1087","Pass",1087,75,6,28,22.2860621051036,1,1,1,14.5,33.5,0,0,0
"569",569,"T1112","Pass",1112,85,24,24,15.5155165448005,1,1,1,10,20,0,0,0
"570",570,"T1036","Fail",1036,77,8,22,14.9071631838086,1,1,1,9.5,17,0,0,0
"571",571,"T587","Pass",587,67,4,31,25.92445844423,1,0,1,13.5,27,2,0,0
"572",572,"T427","Fail",427,62,25,20,22.8554890888319,1,1,1,10,19,0,0,0
"573",573,"T1199","Pass",1199,60,9,28,22.9153125515231,1,1,1,14,33,0,0,0
"574",574,"T659","Pass",659,34,9,14,0.969948236440076,1,1,1,5,10,0,0,0
"575",575,"T996","Pass",996,28,23,29,2.49911620869231,1,0,1,19.5,48,1.5,0,0
"576",576,"T813","Pass",813,68,24,15,1.92650760555221,1,1,1,11.5,28,0,0,0
"577",577,"T727","Pass",727,96,11,31,7.34230972645292,1,0,1,12.5,25,6.5,0,0
"578",578,"T472","Pass",472,54,21,32,17.2008798818986,1,1,1,10,16,0,0,0
"579",579,"T1070","Pass",1070,36,2,12,7.24739799509873,1,1,1,25,62,0,0,0
"580",580,"T1046","Pass",1046,28,21,27,1.46172287240997,1,1,1,5,12,0,0,0
"581",581,"T543","Pass",543,94,11,8,0.794845527627505,1,1,1,6.5,13,0,0,0
"582",582,"T424","Pass",424,52,6,29,14.8379290185615,1,0,1,23.5,40.5,2.5,0,0
"583",583,"T1188","Pass",1188,82,12,12,15.76260947158,1,0,1,10.5,22.5,1.5,0,0
"584",584,"T621","Pass",621,54,8,14,3.3433704799288,1,1,1,6,12,0,0,0
"585",585,"T268","FALSE",268,39,13,22,20.6337214686209,0,0,0,0,0,0,0,0
