"","SimNumber","Targets","Span","Samples","Phases","Errors","OffsetVaria"
"584",584,10691,167,29,1,16,2.54294199529989
"585",585,10404,92,10,1,21,3.58851536061545
"586",586,9844,104,9,1,13,9.56896511980425
"587",587,9150,127,36,1,9,16.3329948009457
"588",588,11754,35,25,1,16,15.4511854784254
"589",589,3587,119,13,1,22,3.89148462765641
"590",590,9965,47,26,1,17,10.5420347440883
"591",591,5046,172,23,1,22,6.84940445993049
"592",592,7183,93,21,1,15,16.8943357830762
"593",593,7100,148,31,1,20,18.8196234236595
"594",594,6048,45,5,1,18,8.31905272006243
"595",595,9762,45,15,1,28,0.726110923234606
"596",596,11677,178,17,1,22,0.461711340010865
"597",597,8745,128,19,1,16,10.1021587670336
"598",598,3131,166,26,1,27,3.78918656000821
"599",599,2245,36,38,1,18,17.1909108883601
"600",600,1641,138,30,1,30,16.5499884289214
"601",601,3477,31,17,1,18,20.4820764701988
"602",602,911,65,15,1,22,16.5264638134451
"603",603,6748,102,28,1,19,21.8761795534412
"604",604,10141,103,39,1,15,8.69377721051918
"605",605,8325,62,33,1,16,16.8138122113291
"606",606,6040,50,32,1,30,24.6966277213574
"607",607,8473,29,30,1,26,3.62040821424033
"608",608,6200,104,38,1,30,26.3585224460652
"609",609,10699,79,16,1,24,23.4156105709099
"610",610,3190,121,37,1,31,1.45717043294036
"611",611,8235,30,16,1,23,13.8116418771851
"612",612,4913,49,15,1,28,19.9124291945032
"613",613,7109,192,32,1,32,16.350653326069
"614",614,6268,183,24,1,25,17.9903182436782
"615",615,7453,71,22,1,16,9.29618664939306
"616",616,2495,61,25,1,20,19.2921142110552
"617",617,4369,105,5,1,13,16.9811186390368
"618",618,769,126,6,1,21,11.4211659073515
"619",619,11117,62,25,1,10,6.71194831873709
"620",620,12023,112,26,1,8,17.0318552447138
"621",621,11866,176,31,1,14,2.31996866048663
"622",622,6078,35,11,1,21,26.1457747922854
"623",623,9837,127,26,1,9,9.34128788361116
"624",624,1151,129,32,1,11,20.0340232343418
"625",625,857,85,8,1,22,3.84979259132664
"626",626,7846,86,14,1,29,1.67003515828098
"627",627,10764,41,13,1,11,0.775406009353697
"628",628,2585,67,11,1,23,20.9955534711808
"629",629,11934,183,8,1,14,18.2957184901112
"630",630,10830,116,5,1,29,0.935175237325719
"631",631,9842,191,40,1,17,13.9761685478811
"632",632,2117,97,14,1,12,9.9947687620807
"633",633,1925,74,10,1,20,12.480967641162
"634",634,2462,189,10,1,26,9.71968648993666
"635",635,1651,77,39,1,21,24.6696445374193
"636",636,6893,114,16,1,25,19.366162920333
"637",637,9946,102,34,1,17,9.33093785067741
"638",638,9381,34,11,1,9,7.20247504899092
"639",639,7602,137,8,1,20,13.7247470952596
"640",640,10510,149,20,1,27,3.53368242873764
"641",641,5374,153,27,1,8,22.0759731140786
"642",642,1953,181,8,1,14,14.0995589251111
"643",643,10810,62,19,1,28,4.39106005483982
"644",644,11772,134,38,1,30,23.08688693635
"645",645,6279,62,32,1,26,6.33508382801618
"646",646,9291,93,18,1,31,25.9315569603231
"647",647,7315,152,8,1,29,20.6562582839339
"648",648,4181,132,12,1,29,21.3107663812863
"649",649,4914,97,24,1,26,22.6604208942363
"650",650,10402,32,6,1,25,22.5738734276928
"651",651,3202,85,32,1,27,23.6942470122448
"652",652,12170,164,20,1,32,12.3390283594592
"653",653,8845,52,34,1,14,7.46935929485573
"654",654,12045,184,11,1,32,16.3278725391761
"655",655,7392,97,9,1,24,13.0526455824641
"656",656,8282,43,13,1,12,26.259364493724
"657",657,3889,123,10,1,8,9.87597334643872
"658",658,8256,181,33,1,24,18.1056696947259
"659",659,12049,67,37,1,18,5.79689943403122
"660",660,6802,82,7,1,27,17.8871961773352
"661",661,5337,163,36,1,9,13.441428463998
"662",662,6202,165,14,1,18,3.45901057792781
"663",663,9941,124,35,1,22,3.10664764403529
"664",664,6528,113,33,1,19,4.13748701510881
"665",665,4951,71,23,1,23,4.75805729168165
"666",666,5093,34,23,1,24,7.39226083902735
"667",667,7771,59,21,1,9,7.70967826677836
"668",668,4305,33,25,1,32,12.0357998506348
"669",669,4728,156,13,1,17,14.4194978614247
"670",670,11067,65,40,1,17,11.8207389060017
"671",671,2210,92,18,1,21,4.89424316787906
"672",672,5444,50,9,1,27,11.4781262654834
"673",673,8373,51,8,1,17,16.3521406562377
"674",674,3102,192,8,1,24,19.3306433532531
"675",675,1204,73,6,1,12,24.1920051988247
"676",676,4928,162,20,1,30,18.3679440419672
"677",677,10557,165,39,1,17,3.21042961762473
"678",678,11741,158,26,1,29,11.045877067189
"679",679,7350,184,36,1,32,24.085326137532
"680",680,12289,97,24,1,25,5.22133915298129
"681",681,5242,111,20,1,16,26.284906522121
"682",682,8854,181,11,1,22,9.25269359897915
"683",683,5606,170,24,1,24,20.0230377203175
"684",684,8281,183,9,1,24,9.92065478887828
"685",685,6473,197,27,1,26,4.88796417739079
"686",686,1147,28,15,1,31,11.3029275610759
"687",687,12198,77,35,1,13,9.21532537477999
"688",688,4695,95,7,1,17,25.4721927792667
"689",689,6688,76,32,1,9,1.34688963345904
"690",690,7348,57,10,1,29,24.6972369562071
"691",691,12152,120,20,1,20,12.0021303782328
"692",692,11815,185,27,1,27,10.0026837497379
"693",693,758,132,22,1,14,0.512744656540686
"694",694,4002,134,6,1,23,8.53512632289948
"695",695,5647,181,17,1,32,15.5421586695127
"696",696,10429,147,23,1,16,18.1579706047373
"697",697,8040,48,34,1,32,4.45449206098611
"698",698,7336,62,36,1,14,11.2514950536604
"699",699,9200,119,6,1,20,16.5352970555143
"700",700,8729,183,17,1,31,6.34251797392941
"701",701,3404,142,28,1,12,15.6491489653185
"702",702,10071,105,7,1,22,26.0073068134687
"703",703,1813,152,9,1,30,22.3032473773113
"704",704,4201,108,33,1,32,21.5518685820026
"705",705,10273,138,27,1,19,21.1292908211341
"706",706,8303,116,14,1,16,20.1203113542155
"707",707,10615,188,33,1,13,9.42531083073979
"708",708,3770,69,27,1,9,4.71000214609364
"709",709,9234,109,31,1,25,20.315067925602
"710",710,9311,25,16,1,11,24.5951083662244
"711",711,6383,28,24,1,24,3.91609579678252
"712",712,9529,98,25,1,16,4.01872433631541
"713",713,5292,172,33,1,8,10.2575433488518
"714",714,11059,136,27,1,29,16.6312476296155
"715",715,6053,44,21,1,28,22.299839857603
"716",716,3807,91,17,1,17,23.7720296719102
"717",717,3995,37,8,1,21,26.4025815367044
"718",718,1559,182,27,1,14,21.590659396877
"719",719,7293,46,12,1,13,18.4385920491426
"720",720,8950,134,10,1,12,2.33156820327905
"721",721,3752,192,11,1,24,15.5035689832713
"722",722,956,109,38,1,11,3.38631952239899
"723",723,3842,199,25,1,10,7.13000195325282
"724",724,9698,102,39,1,27,16.2988613488064
"725",725,298,126,10,1,23,1.20614020601963
"726",726,11532,128,27,1,30,19.4594065037987
"727",727,9522,188,16,1,22,22.8214914582125
"728",728,3358,133,9,1,15,24.9278579298041
"729",729,2288,86,26,1,18,12.974739502535
"730",730,10174,165,25,1,14,16.2314090528185
"731",731,5921,116,15,1,20,7.40487419377244
"732",732,11744,150,15,1,20,10.4290651486504
"733",733,5339,37,20,1,29,23.7404880329678
"734",734,4848,75,37,1,32,1.16432403990161
"735",735,10498,172,22,1,19,23.6005427622132
"736",736,1562,88,26,1,31,8.01824607169628
"737",737,5079,87,10,1,11,1.77155194678577
"738",738,745,156,16,1,30,1.05144250572263
"739",739,5991,180,17,1,32,17.4803275196364
"740",740,343,61,39,1,23,3.03027248376515
"741",741,302,125,9,1,9,14.6479514162587
"742",742,861,140,34,1,11,1.30007774774334
"743",743,7728,109,40,1,13,8.69139015995525
"744",744,10958,128,8,1,31,16.4865655910671
"745",745,10940,165,34,1,15,14.1100510850791
"746",746,4967,168,21,1,23,4.94255885090423
"747",747,2157,112,32,1,20,16.282616344783
"748",748,5142,92,11,1,16,24.3192768360912
"749",749,8251,199,24,1,16,25.6731224430508
"750",750,4729,186,33,1,32,0.601011227179319
"751",751,7649,66,16,1,9,5.26854423255729
"752",752,797,137,11,1,29,13.3302270409095
"753",753,10173,65,21,1,28,14.013263494049
"754",754,8887,150,29,1,25,6.43730737090111
"755",755,6850,119,22,1,17,3.38895031009125
"756",756,9183,55,30,1,16,5.95954738227371
"757",757,11295,186,12,1,20,11.6114419788942
"758",758,8444,136,27,1,30,6.86527866022242
"759",759,886,186,5,1,32,6.59101776461699
"760",760,11175,110,24,1,28,24.5880987504802
"761",761,9368,78,17,1,23,16.0473269892251
"762",762,3369,62,39,1,20,10.0239389353215
"763",763,9514,98,36,1,11,4.23104667019448
"764",764,10167,69,10,1,26,14.9989069433026
"765",765,10187,95,23,1,31,6.26341207554354
"766",766,7634,136,23,1,30,0.371084952213801
"767",767,3374,28,39,1,25,1.73938216262031
"768",768,6278,167,33,1,22,5.50935521352431
"769",769,11926,91,9,1,31,12.8573224896095
"770",770,311,164,5,1,11,17.2625555308228
"771",771,10145,182,13,1,25,18.0324794855483
"772",772,3014,104,16,1,18,3.15919800439058
"773",773,9809,139,29,1,26,22.479338817924
"774",774,2003,39,39,1,21,10.1280646149721
"775",775,9892,153,34,1,26,19.7707098530903
"776",776,4970,136,26,1,25,19.2805938203605
"777",777,9519,143,40,1,19,15.6409597556537
"778",778,7416,83,24,1,16,3.31285415957728
"779",779,6185,174,5,1,13,5.66501487494935
"780",780,5193,37,6,1,18,3.11837303181458
"781",781,12073,90,23,1,17,4.11935285553522
"782",782,10933,83,10,1,23,13.602445684063
"783",783,8726,136,17,1,26,11.5396821096346
"784",784,4170,81,40,1,17,17.7742291793744
"785",785,4317,82,6,1,12,23.6095030400367
"786",786,10450,146,34,1,27,16.6411894514463
"787",787,6647,165,23,1,28,26.2591585033049
"788",788,10397,32,12,1,13,4.27279147664597
"789",789,8151,42,29,1,32,7.10964252089639
"790",790,11302,172,29,1,29,19.4800080999897
"791",791,12118,146,27,1,11,8.89329240922723
"792",792,7185,118,9,1,13,21.9372392733053
"793",793,11301,76,9,1,16,23.0315367733703
"794",794,6912,41,10,1,12,5.77670957188704
"795",795,3672,76,6,1,30,2.69108540338976
"796",796,5555,49,21,1,28,23.6141006546298
"797",797,4858,38,40,1,14,10.5114245073574
"798",798,6503,102,6,1,13,26.2539496363443
"799",799,7580,195,20,1,29,8.33943385153241
"800",800,11756,78,30,1,17,3.0491781063634
"801",801,8692,58,23,1,31,2.69223089694045
"802",802,5723,80,30,1,29,6.16317211667984
"803",803,448,101,39,1,18,5.76038598338561
"804",804,10059,85,7,1,15,1.71071944755106
"805",805,2464,60,26,1,24,0.640466379201738
"806",806,9288,149,19,1,21,9.33999452513154
"807",807,339,166,13,1,16,5.979164065758
"808",808,10383,189,27,1,31,6.97613876495441
"809",809,11957,92,12,1,10,2.05362360396795
"810",810,11274,50,22,1,22,15.0565113400088
"811",811,3089,99,34,1,17,25.1180830636495
"812",812,8956,161,21,1,14,22.3391647532464
"813",813,6188,73,17,1,8,6.55749998857686
"814",814,5423,155,30,1,19,5.99691730933194
"815",815,1081,67,7,1,18,10.928562824276
"816",816,3693,39,20,1,8,26.2792546773516
"817",817,5226,30,28,1,20,2.72326650293032
"818",818,4136,39,32,1,29,10.3986251176191
"819",819,4454,162,23,1,26,19.8958160829418
"820",820,6493,65,14,1,26,22.5817825108713
"821",821,9046,38,29,1,20,25.867559123724
"822",822,11456,200,11,1,17,6.32912018728373
"823",823,2629,35,21,1,13,0.378546565984143
"824",824,9907,182,40,1,21,21.8539935949636
"825",825,12230,111,38,1,8,4.50956097457977
"826",826,9261,72,17,1,26,23.6275766062085
"827",827,10544,144,39,1,31,16.8502269516769
"828",828,5595,195,26,1,21,4.23216679978278
"829",829,2922,93,38,1,25,25.1344892099667
"830",830,4001,190,36,1,30,17.316892239697
"831",831,1712,115,19,1,11,20.0073276484925
"832",832,11677,70,22,1,17,15.1563916069134
"833",833,704,49,26,1,18,9.80488962328457
"834",834,10491,76,14,1,22,1.69299773771875
"835",835,613,136,36,1,26,19.7993856851102
"836",836,265,102,17,1,18,21.5101829930921
"837",837,1567,169,13,1,14,20.048819123809
"838",838,10109,143,35,1,32,16.477124348104
"839",839,4190,155,27,1,12,12.2520130817455
"840",840,10774,89,7,1,9,25.1729248368209
"841",841,1968,117,12,1,11,3.9617106959701
"842",842,6621,200,11,1,16,9.74049028213252
"843",843,6838,63,27,1,24,24.8223314758176
"844",844,1952,180,22,1,11,20.2272561972577
"845",845,2386,109,30,1,8,19.1950959319798
"846",846,10602,176,10,1,25,3.82048849068815
"847",847,444,197,40,1,21,2.85451335980115
"848",848,6002,93,23,1,21,15.7810346041117
"849",849,8240,87,29,1,16,14.9480047654302
"850",850,1733,168,11,1,12,14.6075846608463
"851",851,3585,119,15,1,10,21.641009817563
"852",852,9796,158,6,1,15,17.2635418749184
"853",853,4845,158,27,1,13,3.6519182145549
"854",854,12251,79,39,1,32,25.8745469539778
"855",855,9269,35,35,1,14,21.9923744935163
"856",856,2163,192,34,1,23,16.0650214841613
"857",857,10554,35,18,1,18,15.0648754752541
"858",858,7624,25,34,1,9,12.8796985204758
"859",859,786,197,11,1,20,9.42699094183021
"860",860,11700,158,13,1,15,3.26887183950096
"861",861,9607,185,38,1,15,14.7145278257085
"862",862,6770,49,23,1,9,10.6094928334989
"863",863,5074,136,37,1,21,5.29421998474933
"864",864,4277,153,35,1,11,4.65758568228711
"865",865,7507,134,20,1,14,19.6412039413331
"866",866,8568,47,36,1,19,23.5097625556502
"867",867,11084,64,30,1,19,14.8976796840276
"868",868,9931,178,23,1,15,15.0307280547346
"869",869,9233,94,37,1,17,2.52386577213625
"870",870,1855,124,31,1,24,10.7667473149863
"871",871,9058,53,35,1,28,0.905552381213289
"872",872,4698,107,26,1,21,19.7457392634754
"873",873,1245,38,17,1,18,7.79668172319513
"874",874,748,151,17,1,8,19.7863412232115
"875",875,11386,139,20,1,16,18.8521265671663
"876",876,1787,108,5,1,19,2.03790842356579
"877",877,12227,140,27,1,21,9.61660142992949
"878",878,4891,86,15,1,16,23.2596308275084
"879",879,9117,195,33,1,30,10.6552270994051
"880",880,6454,153,11,1,28,11.606250455183
"881",881,9197,101,12,1,24,17.8009600193421
"882",882,3078,186,15,1,20,14.4749488447667
"883",883,11088,63,30,1,8,13.8816839626823
"884",884,1367,51,30,1,24,13.8150033209822
"885",885,11072,144,31,1,29,19.1283936652036
"886",886,10305,196,15,1,27,2.55977891560271
"887",887,5140,190,25,1,9,24.8101020972827
"888",888,7956,125,30,1,27,14.9168331034689
"889",889,4604,33,29,1,12,3.77861588342977
"890",890,10684,77,6,1,24,25.2202696001986
"891",891,7916,51,18,1,14,0.309254275246989
"892",892,4930,68,17,1,21,16.7869647316851
"893",893,4883,61,39,1,22,10.9443745864022
"894",894,7180,163,27,1,21,7.7249226189882
"895",895,1710,107,31,1,27,25.2874204963015
"896",896,11479,103,40,1,11,10.1291075421129
"897",897,5088,164,39,1,22,17.6620556211919
"898",898,5390,156,22,1,27,1.13021096654306
"899",899,2821,128,28,1,16,18.2919669558527
"900",900,11035,94,24,1,10,24.4642039012518
"901",901,9819,62,37,1,15,0.821580723459367
"902",902,5459,32,29,1,21,22.8347215564286
"903",903,5143,191,12,1,21,7.14147476877994
"904",904,4516,78,36,1,15,18.9965313481758
"905",905,1957,159,38,1,29,26.2775098082584
"906",906,1173,189,24,1,23,5.61425660100766
"907",907,7889,92,38,1,9,13.5612052694028
"908",908,5129,141,22,1,16,4.61344513205276
"909",909,5151,143,33,1,32,6.16241821284685
"910",910,9683,89,24,1,26,19.9697158352397
"911",911,7765,159,8,1,19,0.363090238669422
"912",912,5992,33,22,1,27,0.772820557199186
"913",913,7049,98,17,1,18,6.1666211651722
"914",914,11656,167,16,1,27,10.0760019756646
"915",915,8815,126,12,1,11,16.2879801595791
"916",916,729,154,16,1,10,6.93149247791688
"917",917,10890,138,18,1,24,10.7494527883281
"918",918,6199,145,35,1,28,5.47138454740238
"919",919,2790,178,37,1,28,16.4527278379367
"920",920,5446,71,12,1,8,11.5571725452926
"921",921,3185,34,20,1,26,10.3386678756049
"922",922,4673,61,29,1,32,4.17026728658914
"923",923,5885,194,24,1,13,12.7510372206457
"924",924,4407,36,17,1,16,1.61272434434947
"925",925,11175,118,30,1,29,18.2412400305592
"926",926,8551,114,5,1,15,3.73195268322364
"927",927,10870,190,27,1,23,3.87700508127944
"928",928,7604,141,35,1,32,0.0683994148101192
"929",929,12053,170,34,1,24,2.4315875987052
"930",930,9577,74,28,1,28,1.2854916307698
"931",931,2272,80,23,1,21,16.9629920065939
"932",932,7167,156,38,1,26,3.9325808792552
"933",933,4413,166,39,1,10,22.0680422947679
"934",934,10636,39,5,1,10,4.67675879566371
"935",935,5793,171,23,1,16,1.77143823775463
"936",936,10826,149,14,1,31,24.3671605913821
"937",937,8898,83,6,1,13,21.284323318331
"938",938,5288,94,7,1,13,18.7519603371643
"939",939,909,194,15,1,26,22.3416150687265
"940",940,6301,51,11,1,25,8.11996998585947
"941",941,7973,27,25,1,21,2.54170233857865
"942",942,4809,192,25,1,28,13.14112713289
"943",943,8487,124,23,1,18,6.2578900367592
"944",944,7772,111,10,1,23,0.439420933340676
"945",945,11018,69,16,1,32,8.30777697345358
"946",946,1039,167,5,1,13,19.7664274463481
"947",947,6623,34,24,1,29,24.0158287756729
"948",948,5325,46,21,1,30,5.31871292239614
"949",949,9191,75,6,1,28,23.4167860927761
"950",950,993,137,32,1,18,13.7460704630734
"951",951,3477,116,9,1,10,18.385590338588
"952",952,9397,94,31,1,28,20.7685024429001
"953",953,8982,34,13,1,24,15.1136787621013
"954",954,5480,198,10,1,22,19.9093492530531
"955",955,12125,194,27,1,31,6.62723113571038
"956",956,2138,172,39,1,10,6.36707109160279
"957",957,7005,114,36,1,11,9.26405297694541
"958",958,595,41,11,1,24,5.04561939220876
"959",959,9110,52,21,1,13,5.22812644073111
"960",960,6051,164,20,1,15,4.71979012447945
"961",961,11535,154,6,1,12,0.838851021394599
"962",962,2685,138,8,1,12,4.83841569843888
"963",963,732,35,7,1,11,11.8070624489377
"964",964,5192,190,34,1,11,18.1111358414802
"965",965,827,169,14,1,21,3.31231744431262
"966",966,3398,130,26,1,12,20.2152764294809
"967",967,10744,58,33,1,11,7.18976837633504
"968",968,10722,68,31,1,10,24.3400035924236
"969",969,1131,108,6,1,32,3.86744705056539
"970",970,6266,47,39,1,18,15.6019284612944
"971",971,7377,115,8,1,18,24.6485668625538
"972",972,4347,45,12,1,8,24.3536413834812
"973",973,11351,102,7,1,24,11.3891915139244
"974",974,5131,121,16,1,22,6.4583797274169
"975",975,9864,56,14,1,28,25.6507644587888
"976",976,373,145,9,1,26,12.8977899851771
"977",977,6343,172,35,1,13,2.71940968138934
"978",978,2440,110,12,1,29,25.9022176302453
"979",979,8894,173,36,1,32,6.96893059337512
"980",980,1190,197,36,1,28,9.18650679874793
"981",981,3003,100,40,1,23,19.2090827844669
"982",982,10170,79,38,1,26,0.141342771120835
"983",983,9518,195,17,1,28,14.6784562176324
"984",984,7739,118,39,1,32,8.82016364488099
"985",985,768,43,33,1,14,6.52206687244354
"986",986,8798,37,34,1,26,14.867339257912
"987",987,3513,124,9,1,26,7.38725511821755
"988",988,7828,64,12,1,26,3.91745902801189
"989",989,11015,30,23,1,20,2.11280289234966
"990",990,9402,199,36,1,28,16.2213390846732
"991",991,5336,83,30,1,22,19.3393495965868
"992",992,12087,188,6,1,11,23.512974721639
"993",993,10437,108,32,1,23,10.8930368406258
"994",994,7807,141,39,1,25,25.7439175747817
"995",995,7889,48,12,1,19,4.60913376436685
"996",996,9264,186,22,1,32,12.3410403059556
"997",997,8187,94,6,1,8,20.8145386578017
"998",998,4033,193,23,1,19,10.096276536538
"999",999,279,106,16,1,20,3.97818444455834
"1000",1000,7290,172,7,1,11,24.1694559514066
"1001",1001,5782,70,30,1,32,18.9348597466268
"1002",1002,5671,107,10,1,26,22.1860691471815
"1003",1003,3754,96,40,1,27,22.074836338426
"1004",1004,3241,91,15,1,28,6.265342247786
"1005",1005,7408,145,30,1,27,7.13883939077193
"1006",1006,4000,149,37,1,20,10.1803102746105
"1007",1007,11910,173,27,1,23,9.12725808184058
"1008",1008,8144,88,39,1,16,9.22188524446753
"1009",1009,7433,28,27,1,17,12.8250472700868
"1010",1010,9031,108,39,1,14,5.11587508163252
"1011",1011,1817,169,18,1,11,10.5218624658149
"1012",1012,10399,105,11,1,27,8.7522645519909
"1013",1013,5478,49,8,1,23,19.422357466958
"1014",1014,4481,56,19,1,27,0.408698887870647
"1015",1015,5168,119,12,1,32,18.2081019920909
"1016",1016,9972,104,20,1,13,13.0767597018362
